Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Day,Feedback
1,1,1,4,0.496,0.35,1,1
1,2,1,2,0.897,0.284,1,1
1,2,2,3,1.558,0.867,1,1
1,1,1,4,0.297,0.265,1,1
1,1,1,4,0.407,0.219,1,1
1,1,1,4,0.37,0.542,1,1
1,2,1,2,0.513,0.354,1,1
1,2,2,2,1.631,0.535,1,1
1,2,1,2,0.671,0.378,1,1
1,2,2,3,0.666,0.843,1,1
1,1,2,4,0.665,0.478,1,1
1,2,1,2,1.533,0.441,1,1
1,1,2,3,0.759,0.577,1,1
1,1,1,4,0.354,0.32,1,1
1,2,1,3,0.517,0.522,1,1
1,2,2,2,1.488,0.535,1,1
1,2,2,2,0.559,1.034,1,1
1,1,1,2,0.38,1.257,1,1
1,2,2,3,0.77,0.557,1,1
1,2,1,2,0.546,0.646,1,1
1,2,2,2,1.072,0.719,1,1
1,2,1,3,0.471,0.883,1,1
1,1,1,4,0.661,0.771,1,1
1,2,1,2,0.57,0.917,1,1
1,1,1,3,0.358,0.694,1,1
1,2,1,2,1.311,0.245,1,1
1,1,1,4,0.313,0.3,1,1
1,1,1,2,0.913,0.656,1,1
1,1,2,2,0.692,0.515,1,1
1,2,2,2,1.089,0.469,1,1
1,2,1,2,0.754,0.315,1,1
1,1,2,2,1.138,0.586,1,1
1,2,1,3,0.483,0.979,1,1
1,2,2,2,2.243,0.243,1,1
1,1,1,4,0.275,0.265,1,1
1,1,1,3,0.287,0.427,1,1
1,1,1,3,0.623,0.389,1,1
1,2,2,2,0.892,0.289,1,1
1,1,1,4,0.34,0.234,1,1
1,1,1,4,0.455,0.324,1,1
1,1,1,4,0.273,0.195,1,1
1,1,1,4,0.281,0.206,1,1
1,2,1,3,0.733,0.616,1,1
1,1,1,4,0.236,0.179,1,1
1,1,1,4,0.375,0.478,1,1
1,2,1,2,0.467,0.799,1,1
1,1,1,4,0.634,0.355,1,1
1,2,2,2,1.477,0.679,1,1
1,1,1,4,0.285,0.221,1,1
1,1,1,2,0.967,0.381,1,1
1,1,1,4,0.243,0.23,1,1
1,2,1,2,0.565,1.167,1,1
1,2,1,2,0.656,0.393,1,1
1,2,2,3,1.026,0.932,1,1
1,2,2,3,0.855,0.726,1,1
1,1,1,4,0.266,0.274,1,1
1,2,2,3,1.114,0.624,1,1
1,2,1,2,1.308,1.148,1,1
1,2,2,4,0.674,0.953,1,1
1,1,2,3,0.828,0.646,1,1
1,1,1,4,0.316,0.241,1,1
1,2,1,2,0.566,1.836,1,1
1,2,2,3,0.839,0.773,1,1
1,1,1,4,0.313,0.238,1,1
1,1,1,3,0.452,0.517,1,1
1,1,1,3,0.749,0.718,1,1
1,1,1,3,0.654,0.487,1,1
1,2,1,2,0.747,1.296,1,1
1,1,1,3,0.446,0.936,1,1
1,2,2,4,0.682,0.675,1,1
1,2,2,3,0.435,1.363,1,1
1,2,2,2,0.865,0.595,1,1
1,2,2,4,1.031,1.456,1,1
1,2,2,2,1.04,0.516,1,1
1,1,1,4,0.302,0.285,1,1
1,2,1,3,0.482,0.555,1,1
1,1,1,4,0.288,0.245,1,1
1,2,1,3,0.338,0.558,1,1
1,2,2,3,0.867,0.69,1,1
1,2,2,4,0.615,1.81,1,1
1,1,1,4,0.317,0.442,1,1
1,2,2,3,0.529,0.803,1,1
1,1,1,4,0.642,0.604,1,1
1,2,1,2,0.751,0.46,1,1
1,1,1,4,0.402,0.398,1,1
1,1,1,4,0.445,0.296,1,1
1,2,2,4,0.487,0.297,1,1
1,2,2,3,0.781,0.663,1,1
1,2,1,3,0.533,0.491,1,1
1,1,1,4,0.47,0.27,1,1
1,1,1,3,0.604,0.558,1,1
1,2,2,2,0.826,1.143,1,1
1,1,2,3,0.691,0.531,1,1
1,2,1,2,0.463,0.503,1,1
1,1,2,2,1.247,0.858,1,1
1,1,2,2,0.909,0.873,1,1
1,2,2,2,1.824,0.773,1,1
1,2,1,2,0.525,0.89,1,1
1,1,1,3,0.403,0.331,1,1
1,1,1,4,0.289,0.285,1,1
1,1,1,4,0.399,2.013,1,1
1,1,1,4,0.324,0.238,1,1
1,1,1,4,0.281,0.211,1,1
1,2,1,2,0.577,0.949,1,1
1,1,1,4,0.231,0.234,1,1
1,1,1,4,0.296,0.229,1,1
1,2,1,3,0.985,0.699,1,1
1,2,1,2,1.521,0.844,1,1
1,1,2,3,0.666,0.433,1,1
1,1,1,4,0.287,0.253,1,1
1,2,2,2,1.636,0.414,1,1
1,1,1,3,0.662,0.87,1,1
1,2,1,2,1.056,0.445,1,1
1,2,2,4,0.872,1.12,1,1
1,1,1,3,0.707,0.487,1,1
1,1,1,4,0.57,0.492,1,1
1,1,1,3,0.606,0.452,1,1
1,1,1,4,0.446,0.242,1,1
1,2,1,4,0.3,0.237,1,1
1,1,1,3,0.541,0.498,1,1
1,2,2,2,1.547,0.288,1,1
1,1,1,4,0.418,0.254,1,1
1,2,1,2,0.756,0.5,1,1
1,2,2,2,1.773,0.367,1,1
1,1,1,4,0.341,1.389,1,1
1,1,1,3,0.464,0.269,1,1
1,1,1,4,0.227,0.606,1,1
1,1,2,2,2.085,0.737,1,1
1,2,2,2,0.466,0.558,1,1
1,2,2,3,0.74,0.373,1,1
1,1,1,2,2.034,0.534,1,1
1,2,1,2,0.296,0.484,1,1
1,1,1,3,0.589,1.365,1,1
1,1,1,3,0.403,0.355,1,1
1,1,1,4,0.31,0.303,1,1
1,1,1,3,0.258,0.468,1,1
1,1,1,3,0.712,0.362,1,1
1,1,1,2,2.481,0.569,1,1
1,2,1,2,1.386,0.612,1,1
1,1,1,2,0.583,0.295,1,1
1,2,2,2,2.372,0.198,1,1
1,2,1,2,0.71,0.604,1,1
1,2,2,2,0.636,0.256,1,1
1,2,1,3,1.947,0.557,1,1
1,1,2,2,4.106,0.503,1,1
1,1,2,2,1.116,0.422,1,1
1,2,2,2,1.259,0.194,1,1
1,1,2,2,2.763,0.55,1,1
1,2,2,2,2.174,0.742,1,1
1,2,2,3,0.766,0.706,1,1
1,1,1,2,4.488,0.465,1,1
1,2,2,3,0.516,0.535,1,1
1,2,2,2,0.702,0.594,1,1
1,2,2,3,0.742,0.733,1,1
1,2,2,2,1.398,0.998,1,1
1,1,1,2,1.643,0.261,1,1
1,1,1,2,4.724,0.206,1,1
1,1,1,4,0.385,1.175,1,1
1,2,2,3,0.588,0.452,1,1
1,2,2,2,1.052,0.468,1,1
1,1,1,3,0.709,0.324,1,1
1,2,1,3,0.491,1.097,1,1
1,2,1,2,0.848,0.448,1,1
1,2,2,3,0.605,0.534,1,1
1,1,1,3,0.734,0.76,1,1
1,1,1,4,0.394,0.367,1,1
1,1,1,4,0.31,0.256,1,1
1,1,1,1,0.527,0.097,1,1
1,2,1,3,1.266,1.374,1,1
1,1,1,3,0.305,0.831,1,1
1,2,1,2,1.044,0.492,1,1
1,2,2,2,0.965,0.468,1,1
1,2,1,3,0.826,1.018,1,1
1,2,2,3,0.776,1.39,1,1
1,1,1,4,0.615,0.621,1,1
1,2,2,2,1.143,0.281,1,1
1,2,2,2,0.888,0.226,1,1
1,1,1,3,0.273,0.476,1,1
1,2,2,2,0.797,0.534,1,1
1,2,1,2,0.852,0.413,1,1
1,1,1,3,0.513,1.451,1,1
1,2,2,2,1.513,0.483,1,1
1,1,1,4,0.258,1.077,1,1
1,1,1,4,0.261,0.195,1,1
1,1,1,3,0.802,0.356,1,1
1,2,1,3,0.27,0.378,1,1
1,2,2,3,0.51,1.158,1,1
1,1,1,4,0.262,0.276,1,1
1,1,1,4,0.251,0.271,1,1
1,2,2,2,1.102,0.331,1,1
1,1,1,4,0.239,0.254,1,1
1,2,2,4,0.428,0.44,1,1
1,2,2,2,0.804,0.582,1,1
1,1,1,4,0.268,0.296,1,1
1,2,1,1,1.051,0.816,1,1
1,2,2,3,0.616,0.527,1,1
1,1,1,4,0.274,0.312,1,1
1,2,1,2,0.728,0.975,1,1
1,1,1,4,0.259,0.292,1,1
1,2,2,3,0.82,0.374,1,1
1,1,1,4,0.468,0.226,1,1
1,1,1,4,0.255,0.231,1,1
1,2,1,2,0.779,0.62,1,1
1,1,1,2,0.656,0.507,1,1
1,1,2,3,0.311,0.331,1,1
1,2,2,2,1.161,0.53,1,1
1,1,1,2,0.618,0.726,1,1
1,2,1,2,0.885,0.351,1,1
1,1,1,3,0.687,0.33,1,1
1,2,1,2,0.967,0.491,1,1
1,1,1,2,0.386,1.753,1,1
1,1,2,3,0.837,1.355,1,1
1,2,1,3,0.805,0.754,1,1
1,2,2,3,0.87,1.271,1,1
1,1,1,4,0.248,0.244,1,1
1,1,1,4,0.267,0.238,1,1
1,2,2,2,1.182,0.523,1,1
1,1,1,2,1.093,0.309,1,1
1,2,1,3,0.287,0.442,1,1
1,1,1,3,0.62,0.226,1,1
1,1,2,2,1.294,0.269,1,1
1,2,1,3,0.486,0.445,1,1
1,2,1,2,1.358,1.745,1,1
1,1,2,2,0.758,0.553,1,1
1,2,1,4,0.346,0.308,1,1
1,2,1,3,0.582,0.289,1,1
1,2,2,3,0.509,0.453,1,1
1,1,1,4,0.323,0.277,1,1
1,1,1,3,0.623,0.351,1,1
1,2,1,2,0.602,0.281,1,1
1,1,2,2,1.014,0.424,1,1
1,1,1,4,0.348,0.39,1,1
1,2,1,4,0.455,0.254,1,1
1,2,2,3,0.749,1.121,1,1
1,1,1,4,0.67,0.312,1,1
1,2,2,2,1.02,0.585,1,1
1,1,1,4,0.306,0.265,1,1
1,1,1,4,0.381,0.26,1,1
1,1,1,2,0.923,0.277,1,1
1,2,2,2,0.561,0.386,1,1
1,2,1,2,1.122,0.349,1,1
1,1,1,4,0.363,0.27,1,1
1,2,1,2,0.849,0.515,1,1
1,2,1,2,1.949,0.262,1,1
1,1,2,2,1.654,0.207,1,1
1,2,1,3,0.951,0.662,1,1
1,2,2,2,0.918,0.284,1,1
1,2,1,2,0.524,0.374,1,1
1,2,2,3,0.911,0.971,1,1
1,1,2,2,2.324,0.75,1,1
1,2,2,4,0.6,0.968,1,1
1,2,2,3,0.991,0.616,1,1
1,1,1,2,0.889,0.275,1,1
1,2,1,2,0.858,0.219,1,1
1,2,1,3,1.161,0.715,1,1
1,1,1,3,0.427,0.605,1,1
1,1,1,3,0.45,0.309,1,1
1,1,2,2,0.891,0.346,1,1
1,2,2,2,0.699,0.203,1,1
1,2,2,2,0.723,0.234,1,1
1,1,1,4,0.401,0.371,1,1
1,1,1,4,0.279,0.254,1,1
1,2,1,2,0.8,0.469,1,1
1,1,2,2,1.157,0.808,1,1
1,2,1,4,0.386,0.293,1,1
1,2,2,3,2.106,0.37,1,1
1,1,1,4,0.307,0.258,1,1
1,1,1,3,0.461,1.17,1,1
1,1,1,3,0.345,0.308,1,1
1,1,1,2,0.787,0.441,1,1
1,2,2,2,0.719,0.394,1,1
1,2,2,2,0.91,0.448,1,1
1,1,1,4,0.306,0.293,1,1
1,2,1,2,0.971,0.27,1,1
1,1,1,3,0.27,0.449,1,1
1,1,1,4,0.383,0.265,1,1
1,1,2,2,0.495,0.463,1,1
1,2,1,3,0.233,0.37,1,1
1,1,1,2,1.019,0.445,1,1
1,1,1,4,0.355,0.257,1,1
1,2,2,2,0.512,0.448,1,1
1,1,1,3,0.265,0.358,1,1
1,2,2,2,0.658,0.246,1,1
1,1,1,2,0.362,0.332,1,1
1,2,2,2,0.834,0.71,1,1
1,1,2,3,0.502,0.221,1,1
1,1,1,4,0.473,0.277,1,1
1,2,2,2,0.63,1.421,1,1
1,2,2,2,0.453,0.257,1,1
1,2,2,3,0.566,0.492,1,1
1,1,1,2,0.923,0.417,1,1
1,1,2,2,0.547,0.297,1,1
1,2,2,3,0.476,1.132,1,1
1,1,1,3,0.482,0.381,1,1
1,2,2,3,0.543,0.269,1,1
1,1,1,4,0.442,0.351,1,1
1,1,2,2,0.518,0.725,1,1
1,2,2,3,0.473,0.897,1,1
1,1,1,2,0.577,0.483,1,1
1,2,2,2,1.103,0.371,1,1
1,1,1,4,0.461,0.304,1,1
1,1,1,3,0.554,0.631,1,1
1,2,1,2,1.492,0.375,1,1
1,1,1,3,0.755,0.592,1,1
1,1,1,4,0.377,0.273,1,1
1,1,1,3,0.52,0.604,1,1
1,1,2,2,0.689,0.504,1,1
1,2,2,2,0.389,0.19,1,1
1,1,2,3,0.485,0.252,1,1
1,1,2,3,0.817,0.379,1,1
1,1,2,2,0.572,0.668,1,1
1,2,1,2,1.512,0.485,1,1
1,2,2,2,0.621,1.281,1,1
1,2,1,3,0.618,0.425,1,1
1,1,1,2,0.553,0.572,1,1
1,1,1,2,0.713,0.512,1,1
1,1,1,4,0.318,0.371,1,1
1,2,1,2,0.575,0.394,1,1
1,1,2,2,0.803,0.229,1,1
1,2,2,2,1.024,0.496,1,1
1,1,2,2,0.615,0.313,1,1
1,2,2,3,0.744,0.276,1,1
1,2,2,3,0.421,0.254,1,1
1,1,1,2,1.132,0.628,1,1
1,2,2,2,0.346,0.734,1,1
1,1,2,3,0.528,0.371,1,1
1,2,2,3,1.045,0.44,1,1
1,2,2,2,1.565,0.604,1,1
1,1,1,4,0.276,0.343,1,1
1,2,1,2,0.602,0.612,1,1
1,2,1,2,0.921,0.433,1,1
1,1,2,2,0.632,0.605,1,1
1,1,1,4,0.353,0.347,1,1
1,2,1,2,0.65,0.379,1,1
1,1,1,2,1.397,0.214,1,1
1,2,2,2,0.528,0.297,1,1
1,2,2,3,0.339,0.55,1,1
1,1,1,2,0.578,0.241,1,1
1,2,1,3,0.489,0.629,1,1
1,2,1,2,0.793,0.336,1,1
1,1,2,2,0.723,0.273,1,1
1,2,2,4,0.75,1.237,1,1
1,2,2,3,0.945,0.374,1,1
1,2,1,2,0.357,0.539,1,1
1,2,2,3,0.76,0.351,1,1
1,2,2,3,0.617,0.307,1,1
1,2,1,4,0.306,0.293,1,1
1,1,1,3,0.497,1.211,1,1
1,1,1,4,0.285,0.311,1,1
1,1,1,4,0.233,0.272,1,1
1,2,1,3,0.616,1.143,2,1
1,2,2,2,1.698,1.24,2,1
1,1,1,3,0.694,0.984,2,1
1,1,1,4,0.498,0.752,2,1
1,2,1,2,3.346,0.432,2,1
1,2,2,2,1.362,0.674,2,1
1,2,2,2,0.755,0.815,2,1
1,1,1,4,0.326,0.748,2,1
1,1,2,2,1.789,0.745,2,1
1,1,1,3,0.424,0.967,2,1
1,2,1,2,1.172,0.41,2,1
1,2,1,3,0.734,0.824,2,1
1,2,1,3,1.019,1.803,2,1
1,1,1,3,0.657,1.014,2,1
1,2,2,3,0.66,1.163,2,1
1,1,1,2,3.196,0.691,2,1
1,1,1,4,0.476,0.706,2,1
1,1,1,2,0.913,0.597,2,1
1,1,2,2,2.176,0.547,2,1
1,2,2,2,1.56,1.834,2,1
1,2,2,2,2.063,0.233,2,1
1,2,2,3,0.781,2.179,2,1
1,1,1,4,0.373,0.769,2,1
1,1,1,3,0.629,0.924,2,1
1,1,1,3,0.505,1.827,2,1
1,2,1,3,0.687,2.127,2,1
1,2,2,2,3.779,1.16,2,1
1,2,2,3,0.631,1.562,2,1
1,2,1,2,1.739,1.015,2,1
1,2,1,2,0.585,0.679,2,1
1,1,1,3,0.993,1.128,2,1
1,1,1,4,0.781,0.773,2,1
1,1,1,4,0.568,0.863,2,1
1,2,1,3,0.644,0.936,2,1
1,2,2,2,2.454,0.604,2,1
1,2,1,3,0.477,1.564,2,1
1,1,1,4,0.387,0.456,2,1
1,2,1,3,0.791,1.893,2,1
1,2,1,2,1.186,1.659,2,1
1,2,1,3,0.443,0.905,2,1
1,1,1,4,0.52,0.844,2,1
1,2,2,2,1.363,0.459,2,1
1,1,1,2,0.719,1.394,2,1
1,1,1,4,0.501,0.996,2,1
1,2,1,2,1.323,1.155,2,1
1,1,1,4,0.356,0.679,2,1
1,2,2,3,2.755,1.674,2,1
1,1,1,4,0.311,0.42,2,1
1,1,1,3,0.621,1.225,2,1
1,2,1,2,2.331,0.483,2,1
1,1,1,4,0.406,0.749,2,1
1,2,1,3,0.688,0.846,2,1
1,2,1,2,1.87,0.616,2,1
1,2,1,2,0.75,0.881,2,1
1,1,2,2,1.082,0.956,2,1
1,2,2,2,4.2,1.117,2,1
1,1,1,4,0.443,0.71,2,1
1,2,1,2,7.567,0.514,2,1
1,1,1,3,0.457,1.249,2,1
1,2,2,3,0.605,1.268,2,1
1,1,2,2,1.191,1.104,2,1
1,2,1,2,1.451,0.302,2,1
1,1,1,4,0.379,0.667,2,1
1,1,2,3,0.632,1.475,2,1
1,1,1,4,0.379,0.729,2,1
1,2,2,3,0.721,0.836,2,1
1,1,1,3,1.02,0.373,2,1
1,2,1,3,1.484,1.62,2,1
1,1,1,3,0.627,0.547,2,1
1,1,2,2,2.119,0.464,2,1
1,2,2,2,0.946,1.904,2,1
1,1,1,4,0.434,0.742,2,1
1,1,1,3,1.35,1.159,2,1
1,1,1,2,1.891,0.671,2,1
1,2,2,3,0.679,0.955,2,1
1,2,1,2,0.831,0.988,2,1
1,2,2,2,1.053,0.382,2,1
1,1,1,3,0.706,0.885,2,1
1,2,2,2,1.741,0.341,2,1
1,1,1,4,0.333,0.727,2,1
1,1,1,3,0.585,0.829,2,1
1,2,1,3,0.584,0.441,2,1
1,2,1,2,0.798,1.959,2,1
1,2,1,2,0.767,3.14,2,1
1,1,2,2,1.135,0.37,2,1
1,2,1,3,0.739,1.522,2,1
1,1,1,4,0.606,1.526,2,1
1,2,2,2,1.525,0.873,2,1
1,1,1,3,0.524,0.393,2,1
1,2,1,2,1.327,0.406,2,1
1,2,2,2,0.658,1.467,2,1
1,2,1,3,0.744,0.799,2,1
1,1,1,4,0.426,1.327,2,1
1,1,1,3,0.714,1.066,2,1
1,2,1,3,0.877,0.508,2,1
1,2,2,2,0.938,0.414,2,1
1,1,1,4,0.521,0.69,2,1
1,1,1,2,0.942,1.487,2,1
1,2,2,3,0.811,1.472,2,1
1,1,2,3,0.745,1.824,2,1
1,2,2,1,0.744,1.639,2,1
1,2,2,2,0.861,0.383,2,1
1,1,1,4,0.653,0.745,2,1
1,1,1,3,0.614,0.777,2,1
1,1,1,2,0.571,2.768,2,1
1,1,1,3,0.464,0.555,2,1
1,1,2,1,1.215,0.988,2,1
1,1,1,2,0.712,0.713,2,1
1,2,2,2,1.627,0.335,2,1
1,1,1,4,0.407,0.738,2,1
1,1,1,2,0.928,0.695,2,1
1,2,2,3,0.691,1,2,1
1,1,1,3,0.382,1.444,2,1
1,2,2,2,0.606,0.912,2,1
1,2,1,3,0.337,0.559,2,1
1,2,1,1,4.509,0.492,2,1
1,1,1,4,0.349,0.718,2,1
1,1,1,3,0.557,0.656,2,1
1,2,2,2,0.769,1.635,2,1
1,2,2,3,0.621,0.686,2,1
1,1,1,1,2.461,1.502,2,1
1,1,1,3,0.621,0.929,2,1
1,1,1,4,0.381,0.748,2,1
1,2,1,3,0.444,1.169,2,1
1,2,1,2,0.91,2.928,2,1
1,1,1,4,0.334,0.667,2,1
1,2,2,2,1.427,0.527,2,1
1,2,2,2,0.697,0.381,2,1
1,2,2,3,0.735,0.473,2,1
1,1,1,4,0.323,0.839,2,1
1,2,1,2,1.018,1.288,2,1
1,2,1,2,0.631,0.522,2,1
1,2,2,2,0.688,0.791,2,1
1,2,1,2,1.035,0.952,2,1
1,1,2,1,4.005,0.456,2,1
1,2,1,2,0.86,0.675,2,1
1,1,1,4,0.372,0.792,2,1
1,2,2,2,3.754,1.328,2,1
1,2,1,3,0.445,0.937,2,1
1,2,1,3,0.411,0.382,2,1
1,2,1,2,0.409,2.238,2,1
1,1,1,4,0.299,0.393,2,1
1,2,1,4,0.407,0.91,2,1
1,2,1,3,0.959,1.28,2,1
1,2,1,2,0.976,0.35,2,1
1,1,1,4,0.535,1.496,2,1
1,1,1,3,0.546,0.504,2,1
1,2,2,2,1.668,0.745,2,1
1,2,2,2,0.674,0.499,2,1
1,2,2,1,1.84,1.483,2,1
1,1,1,3,0.327,0.966,2,1
1,1,1,3,0.337,2.284,2,1
1,1,1,4,0.315,0.792,2,1
1,1,1,3,0.373,0.48,2,1
1,1,1,3,0.696,2.244,2,1
1,1,1,3,0.455,0.723,2,1
1,1,1,3,0.416,0.707,2,1
1,1,1,4,0.281,0.409,2,1
1,1,1,2,2.173,0.315,2,1
1,1,1,3,0.391,0.535,2,1
1,2,2,3,0.591,0.882,2,1
1,1,1,3,0.481,0.526,2,1
1,1,2,2,1.101,0.768,2,1
1,2,2,1,0.655,1.269,2,1
1,2,2,2,2.57,0.401,2,1
1,2,2,2,0.897,0.738,2,1
1,1,1,3,0.603,0.726,2,1
1,1,1,3,0.388,0.37,2,1
1,1,1,4,0.522,1.097,2,1
1,1,1,4,0.328,0.355,2,1
1,1,1,2,1.393,2.015,2,1
1,1,1,2,0.385,2.158,2,1
1,1,1,4,0.288,0.686,2,1
1,2,1,2,1.336,0.453,2,1
1,2,2,3,0.574,1.425,2,1
1,2,2,3,0.445,0.441,2,1
1,2,2,3,0.455,0.859,2,1
1,1,1,4,0.41,0.729,2,1
1,1,1,4,0.329,0.819,2,1
1,1,1,3,0.506,1.077,2,1
1,1,1,4,0.397,0.449,2,1
1,1,1,3,0.371,1.069,2,1
1,1,1,2,1.073,0.535,2,1
1,2,2,3,0.576,0.574,2,1
1,2,2,2,1.342,0.883,2,1
1,2,2,3,0.5,1.24,2,1
1,2,2,3,0.632,0.472,2,1
1,2,2,4,0.927,0.949,2,1
1,2,2,2,1.021,1.498,2,1
1,2,2,3,0.818,1.369,2,1
1,2,2,4,0.783,0.875,2,1
1,2,2,3,0.51,0.512,2,1
1,1,1,2,3.169,1.148,2,1
1,1,1,3,0.506,0.463,2,1
1,1,1,4,0.529,0.965,2,1
1,2,1,2,1.087,0.652,2,1
1,1,1,3,0.705,2.241,2,1
1,1,1,2,0.473,0.412,2,1
1,2,2,2,1.083,0.424,2,1
1,1,1,2,1.99,0.699,2,1
1,2,1,3,0.457,0.722,2,1
1,1,1,1,4.441,0.523,2,1
1,1,1,4,0.296,0.667,2,1
1,1,1,4,0.307,0.998,2,1
1,2,1,3,0.596,0.452,2,1
1,1,1,3,0.524,0.488,2,1
1,1,1,4,0.471,1.293,2,1
1,1,1,4,0.305,0.336,2,1
1,2,1,2,0.828,0.433,2,1
1,1,2,2,0.788,0.432,2,1
1,1,1,3,0.56,0.647,2,1
1,2,1,1,1.11,0.581,2,1
1,2,2,2,0.67,0.624,2,1
1,1,2,3,1.13,1.081,2,1
1,2,2,2,0.74,0.85,2,1
1,2,2,3,0.529,0.734,2,1
1,1,1,4,0.32,0.366,2,1
1,2,2,1,0.954,1.25,2,1
1,1,2,2,0.647,1.26,2,1
1,2,1,1,1.557,0.831,2,1
1,1,1,4,0.442,0.726,2,1
1,2,2,2,1.33,0.46,2,1
1,2,2,3,0.991,0.468,2,1
1,1,1,1,1.081,4.06,2,1
1,1,1,2,0.342,0.561,2,1
1,1,1,3,0.342,0.975,2,1
1,2,2,3,0.493,0.858,2,1
1,1,1,3,0.351,1.034,2,1
1,2,1,2,0.724,1.816,2,1
1,2,2,2,1.081,0.91,2,1
1,1,1,4,0.354,0.715,2,1
1,1,1,3,0.509,0.629,2,1
1,1,1,3,0.351,0.452,2,1
1,2,2,3,0.658,1.088,2,1
1,2,1,2,0.74,0.488,2,1
1,2,1,2,1.048,1.017,2,1
1,1,1,2,0.546,0.499,2,1
1,2,1,3,0.42,1.491,2,1
1,2,1,3,0.558,0.6,2,1
1,1,1,4,0.303,0.745,2,1
1,2,2,2,2.086,0.53,2,1
1,2,2,2,0.589,0.765,2,1
1,1,1,1,1.709,0.526,2,1
1,2,2,2,0.879,0.55,2,1
1,2,2,2,2.206,0.952,2,1
1,2,1,2,0.909,0.648,2,1
1,1,1,4,0.265,0.729,2,1
1,2,1,2,1.754,0.87,2,1
1,2,2,3,0.489,0.418,2,1
1,2,1,2,0.914,0.436,2,1
1,1,1,4,0.309,0.664,2,1
1,2,1,2,0.708,1.406,2,1
1,1,1,2,0.742,0.316,2,1
1,1,1,3,0.309,0.637,2,1
1,2,1,2,1.339,1.045,2,1
1,1,2,2,0.845,0.499,2,1
1,2,2,2,0.685,0.847,2,1
1,1,1,1,4.134,0.395,2,1
1,1,1,3,0.269,0.468,2,1
1,1,1,2,0.377,1.465,2,1
1,1,1,3,0.286,0.883,2,1
1,2,2,3,0.851,0.5,2,1
1,1,1,3,0.273,0.601,2,1
1,1,1,4,0.326,0.417,2,1
1,1,1,3,0.397,0.558,2,1
1,1,1,4,0.281,0.425,2,1
1,1,1,2,0.373,1.596,2,1
1,2,2,2,0.662,0.487,2,1
1,2,2,1,0.589,1.089,2,1
1,1,1,2,0.768,0.628,2,1
1,2,2,3,0.799,0.831,2,1
1,1,1,3,0.438,0.577,2,1
1,2,1,2,0.447,0.453,2,1
1,2,2,1,2.569,0.409,2,1
1,1,1,4,0.293,0.734,2,1
1,1,1,4,0.368,0.756,2,1
1,2,1,2,0.727,0.516,2,1
1,2,2,2,0.476,0.508,2,1
1,1,1,3,0.298,0.358,2,1
1,2,2,3,0.629,0.848,2,1
1,1,2,2,1.255,0.917,2,1
1,2,2,1,1.358,1.807,2,1
1,2,2,2,1.029,0.476,2,1
1,1,1,4,0.291,0.789,2,1
1,1,1,3,0.397,0.534,2,1
1,2,2,2,2.136,1.678,2,1
1,2,1,2,0.416,0.691,2,1
1,2,2,2,1.24,0.48,2,1
1,2,2,2,0.931,0.694,2,1
1,1,1,3,0.524,1.151,2,1
1,2,1,1,0.613,2.214,2,1
1,2,2,2,1.62,0.656,2,1
1,2,2,2,2.049,0.472,2,1
1,2,2,2,0.831,1.748,2,1
1,1,1,4,0.316,0.82,2,1
1,2,2,1,1.394,0.447,2,1
1,2,2,1,1.496,0.944,2,1
1,2,1,3,0.771,1.007,2,1
1,2,2,3,0.798,0.885,2,1
1,1,1,3,0.727,1.008,2,1
1,2,2,2,1.027,0.383,2,1
1,1,1,4,0.335,0.734,2,1
1,1,2,2,0.648,0.717,2,1
1,1,1,2,1.276,0.706,2,1
1,1,1,2,0.536,1.995,2,1
1,2,2,2,0.498,0.832,2,1
1,1,1,3,0.659,0.781,2,1
1,2,2,2,0.818,0.862,2,1
1,2,2,2,0.654,0.905,2,1
1,2,2,3,0.81,0.366,2,1
1,2,1,2,0.698,0.754,2,1
1,2,1,1,3.888,0.476,2,1
1,1,1,2,2.432,0.53,2,1
1,2,2,2,0.709,0.644,2,1
1,2,1,2,0.786,0.839,2,1
1,1,1,3,0.495,0.737,2,1
1,1,1,3,0.671,0.358,2,1
1,1,1,2,0.72,0.469,2,1
1,2,2,2,0.601,0.835,2,1
1,1,1,3,0.502,0.483,2,1
1,1,1,3,0.634,0.398,2,1
1,2,2,2,0.662,0.842,2,1
1,1,1,4,0.334,0.773,2,1
1,1,1,3,0.588,1.355,2,1
1,2,1,2,1.74,0.36,2,1
1,2,1,3,0.357,0.427,2,1
1,1,1,4,0.281,0.385,2,1
1,2,1,2,2.22,0.374,2,1
1,2,2,2,1.66,0.616,2,1
1,1,1,4,0.409,0.913,2,1
1,2,1,2,1.888,0.034,2,1
1,1,1,4,0.375,0.938,2,1
1,2,1,2,1.726,0.858,2,1
1,1,1,2,1.095,1.084,2,1
1,1,2,2,0.834,0.44,2,1
1,2,2,3,0.6,0.522,2,1
1,1,1,3,0.367,0.721,2,1
1,1,1,4,0.311,0.402,2,1
1,2,2,2,1.417,0.792,2,1
1,1,1,3,0.382,1.932,2,1
1,2,1,1,0.877,0.425,2,1
1,2,2,1,1.64,0.668,2,1
1,1,1,3,0.54,1.436,2,1
1,2,2,2,0.612,0.485,2,1
1,2,2,2,0.558,0.824,2,1
1,2,1,2,0.709,0.421,2,1
1,2,2,2,0.736,1.195,2,1
1,1,1,3,0.293,0.389,2,1
